hb,cancer_site,sex,year,incidences_all_ages,hb_name
S08000025,Mesothelioma,Females,2009,0,Orkney
S08000025,Mesothelioma,Females,2010,0,Orkney
S08000025,Mesothelioma,Females,2011,0,Orkney
S08000025,Mesothelioma,Females,2012,0,Orkney
S08000025,Mesothelioma,Females,2013,0,Orkney
S08000025,Mesothelioma,Females,2014,0,Orkney
S08000025,Mesothelioma,Females,2015,0,Orkney
S08000025,Mesothelioma,Females,2016,1,Orkney
S08000025,Mesothelioma,Females,2017,0,Orkney
S08000025,Mesothelioma,Females,2018,0,Orkney
S08000025,Mesothelioma,Females,2019,0,Orkney
S08000025,Mesothelioma,Females,2020,0,Orkney
S08000025,Mesothelioma,Females,2021,1,Orkney
S08000025,Penis,Male,1997,0,Orkney
S08000025,Penis,Male,1998,0,Orkney
S08000025,Penis,Male,1999,0,Orkney
S08000025,Penis,Male,2000,1,Orkney
S08000025,Penis,Male,2001,1,Orkney
S08000025,Penis,Male,2002,0,Orkney
S08000025,Penis,Male,2003,1,Orkney
S08000025,Penis,Male,2004,0,Orkney
S08000025,Penis,Male,2005,0,Orkney
S08000025,Penis,Male,2006,0,Orkney
S08000025,Penis,Male,2007,1,Orkney
S08000025,Penis,Male,2008,1,Orkney
S08000025,Penis,Male,2009,0,Orkney
S08000025,Penis,Male,2010,1,Orkney
S08000025,Penis,Male,2011,0,Orkney
S08000025,Penis,Male,2012,0,Orkney
S08000025,Penis,Male,2013,0,Orkney
S08000025,Penis,Male,2014,0,Orkney
S08000025,Penis,Male,2015,0,Orkney
S08000025,Penis,Male,2016,0,Orkney
S08000025,Penis,Male,2017,0,Orkney
S08000025,Penis,Male,2018,0,Orkney
S08000025,Penis,Male,2019,1,Orkney
S08000025,Penis,Male,2020,0,Orkney
S08000025,Penis,Male,2021,3,Orkney
S08000025,Prostate,Male,1997,8,Orkney
S08000025,Prostate,Male,1998,5,Orkney
S08000025,Prostate,Male,1999,7,Orkney
S08000025,Prostate,Male,2000,8,Orkney
S08000025,Prostate,Male,2001,9,Orkney
S08000025,Prostate,Male,2002,15,Orkney
S08000025,Prostate,Male,2003,14,Orkney
S08000025,Prostate,Male,2004,10,Orkney
S08000025,Prostate,Male,2005,9,Orkney
S08000025,Prostate,Male,2006,13,Orkney
S08000025,Prostate,Male,2007,12,Orkney
S08000025,Prostate,Male,2008,15,Orkney
S08000025,Prostate,Male,2009,10,Orkney
S08000025,Prostate,Male,2010,12,Orkney
S08000025,Prostate,Male,2011,14,Orkney
S08000025,Prostate,Male,2012,8,Orkney
S08000025,Prostate,Male,2013,13,Orkney
S08000025,Prostate,Male,2014,12,Orkney
S08000025,Prostate,Male,2015,13,Orkney
S08000025,Prostate,Male,2016,8,Orkney
S08000025,Prostate,Male,2017,16,Orkney
S08000025,Prostate,Male,2018,25,Orkney
S08000025,Prostate,Male,2019,23,Orkney
S08000025,Prostate,Male,2020,18,Orkney
S08000025,Prostate,Male,2021,20,Orkney
S08000025,Testis,Male,1997,2,Orkney
S08000025,Testis,Male,1998,0,Orkney
S08000025,Testis,Male,1999,1,Orkney
S08000025,Testis,Male,2000,1,Orkney
S08000025,Testis,Male,2001,2,Orkney
S08000025,Testis,Male,2002,1,Orkney
S08000025,Testis,Male,2003,0,Orkney
S08000025,Testis,Male,2004,1,Orkney
S08000025,Testis,Male,2005,1,Orkney
S08000025,Testis,Male,2006,1,Orkney
S08000025,Testis,Male,2007,0,Orkney
S08000025,Testis,Male,2008,2,Orkney
S08000025,Testis,Male,2009,0,Orkney
S08000025,Testis,Male,2010,1,Orkney
S08000025,Testis,Male,2011,0,Orkney
S08000025,Testis,Male,2012,1,Orkney
S08000025,Testis,Male,2013,0,Orkney
S08000025,Testis,Male,2014,1,Orkney
S08000025,Testis,Male,2015,0,Orkney
S08000025,Testis,Male,2016,0,Orkney
S08000025,Testis,Male,2017,1,Orkney
S08000025,Testis,Male,2018,1,Orkney
S08000025,Testis,Male,2019,1,Orkney
S08000025,Testis,Male,2020,4,Orkney
S08000025,Testis,Male,2021,0,Orkney
S08000025,Multiple myeloma and malignant plasma cell neoplasms,All,1997,4,Orkney
S08000025,Multiple myeloma and malignant plasma cell neoplasms,All,1998,0,Orkney
S08000025,Multiple myeloma and malignant plasma cell neoplasms,All,1999,0,Orkney
S08000025,Multiple myeloma and malignant plasma cell neoplasms,All,2000,0,Orkney
S08000025,Multiple myeloma and malignant plasma cell neoplasms,All,2001,2,Orkney
S08000025,Multiple myeloma and malignant plasma cell neoplasms,All,2002,1,Orkney
S08000025,Multiple myeloma and malignant plasma cell neoplasms,All,2003,0,Orkney
S08000025,Multiple myeloma and malignant plasma cell neoplasms,All,2004,1,Orkney
S08000025,Multiple myeloma and malignant plasma cell neoplasms,All,2005,5,Orkney
S08000025,Multiple myeloma and malignant plasma cell neoplasms,All,2006,5,Orkney
S08000025,Multiple myeloma and malignant plasma cell neoplasms,All,2007,1,Orkney
S08000025,Multiple myeloma and malignant plasma cell neoplasms,All,2008,3,Orkney
S08000025,Multiple myeloma and malignant plasma cell neoplasms,All,2009,3,Orkney
S08000025,Multiple myeloma and malignant plasma cell neoplasms,All,2010,1,Orkney
S08000025,Multiple myeloma and malignant plasma cell neoplasms,All,2011,2,Orkney
S08000025,Multiple myeloma and malignant plasma cell neoplasms,All,2012,1,Orkney
S08000025,Multiple myeloma and malignant plasma cell neoplasms,All,2013,0,Orkney
S08000025,Multiple myeloma and malignant plasma cell neoplasms,All,2014,2,Orkney
S08000025,Multiple myeloma and malignant plasma cell neoplasms,All,2015,2,Orkney
S08000025,Multiple myeloma and malignant plasma cell neoplasms,All,2016,2,Orkney
S08000025,Multiple myeloma and malignant plasma cell neoplasms,All,2017,2,Orkney
S08000025,Multiple myeloma and malignant plasma cell neoplasms,All,2018,3,Orkney
S08000025,Multiple myeloma and malignant plasma cell neoplasms,All,2019,2,Orkney
S08000025,Multiple myeloma and malignant plasma cell neoplasms,All,2020,5,Orkney
S08000025,Multiple myeloma and malignant plasma cell neoplasms,All,2021,3,Orkney
S08000025,Multiple myeloma and malignant plasma cell neoplasms,Male,1997,3,Orkney
S08000025,Multiple myeloma and malignant plasma cell neoplasms,Male,1998,0,Orkney
S08000025,Multiple myeloma and malignant plasma cell neoplasms,Male,1999,0,Orkney
S08000025,Multiple myeloma and malignant plasma cell neoplasms,Male,2000,0,Orkney
S08000025,Multiple myeloma and malignant plasma cell neoplasms,Male,2001,2,Orkney
S08000025,Multiple myeloma and malignant plasma cell neoplasms,Male,2002,0,Orkney
S08000025,Multiple myeloma and malignant plasma cell neoplasms,Male,2003,0,Orkney
S08000025,Multiple myeloma and malignant plasma cell neoplasms,Male,2004,1,Orkney
S08000025,Multiple myeloma and malignant plasma cell neoplasms,Male,2005,2,Orkney
S08000025,Multiple myeloma and malignant plasma cell neoplasms,Male,2006,4,Orkney
S08000025,Multiple myeloma and malignant plasma cell neoplasms,Male,2007,0,Orkney
S08000025,Multiple myeloma and malignant plasma cell neoplasms,Male,2008,1,Orkney
S08000025,Multiple myeloma and malignant plasma cell neoplasms,Male,2009,3,Orkney
S08000025,Multiple myeloma and malignant plasma cell neoplasms,Male,2010,0,Orkney
S08000025,Multiple myeloma and malignant plasma cell neoplasms,Male,2011,2,Orkney
S08000025,Multiple myeloma and malignant plasma cell neoplasms,Male,2012,1,Orkney
S08000025,Multiple myeloma and malignant plasma cell neoplasms,Male,2013,0,Orkney
S08000025,Multiple myeloma and malignant plasma cell neoplasms,Male,2014,1,Orkney
S08000025,Multiple myeloma and malignant plasma cell neoplasms,Male,2015,1,Orkney
S08000025,Multiple myeloma and malignant plasma cell neoplasms,Male,2016,2,Orkney
S08000025,Multiple myeloma and malignant plasma cell neoplasms,Male,2017,0,Orkney
S08000025,Multiple myeloma and malignant plasma cell neoplasms,Male,2018,2,Orkney
S08000025,Multiple myeloma and malignant plasma cell neoplasms,Male,2019,0,Orkney
S08000025,Multiple myeloma and malignant plasma cell neoplasms,Male,2020,2,Orkney
S08000025,Multiple myeloma and malignant plasma cell neoplasms,Male,2021,1,Orkney
S08000025,Multiple myeloma and malignant plasma cell neoplasms,Females,1997,1,Orkney
S08000025,Multiple myeloma and malignant plasma cell neoplasms,Females,1998,0,Orkney
S08000025,Multiple myeloma and malignant plasma cell neoplasms,Females,1999,0,Orkney
S08000025,Multiple myeloma and malignant plasma cell neoplasms,Females,2000,0,Orkney
S08000025,Multiple myeloma and malignant plasma cell neoplasms,Females,2001,0,Orkney
S08000025,Multiple myeloma and malignant plasma cell neoplasms,Females,2002,1,Orkney
S08000025,Multiple myeloma and malignant plasma cell neoplasms,Females,2003,0,Orkney
S08000025,Multiple myeloma and malignant plasma cell neoplasms,Females,2004,0,Orkney
S08000025,Multiple myeloma and malignant plasma cell neoplasms,Females,2005,3,Orkney
S08000025,Multiple myeloma and malignant plasma cell neoplasms,Females,2006,1,Orkney
S08000025,Multiple myeloma and malignant plasma cell neoplasms,Females,2007,1,Orkney
S08000025,Multiple myeloma and malignant plasma cell neoplasms,Females,2008,2,Orkney
S08000025,Multiple myeloma and malignant plasma cell neoplasms,Females,2009,0,Orkney
S08000025,Multiple myeloma and malignant plasma cell neoplasms,Females,2010,1,Orkney
S08000025,Multiple myeloma and malignant plasma cell neoplasms,Females,2011,0,Orkney
S08000025,Multiple myeloma and malignant plasma cell neoplasms,Females,2012,0,Orkney
S08000025,Multiple myeloma and malignant plasma cell neoplasms,Females,2013,0,Orkney
S08000025,Multiple myeloma and malignant plasma cell neoplasms,Females,2014,1,Orkney
S08000025,Multiple myeloma and malignant plasma cell neoplasms,Females,2015,1,Orkney
S08000025,Multiple myeloma and malignant plasma cell neoplasms,Females,2016,0,Orkney
S08000025,Multiple myeloma and malignant plasma cell neoplasms,Females,2017,2,Orkney
S08000025,Multiple myeloma and malignant plasma cell neoplasms,Females,2018,1,Orkney
S08000025,Multiple myeloma and malignant plasma cell neoplasms,Females,2019,2,Orkney
S08000025,Multiple myeloma and malignant plasma cell neoplasms,Females,2020,3,Orkney
S08000025,Multiple myeloma and malignant plasma cell neoplasms,Females,2021,2,Orkney
S08000025,Non-Hodgkin lymphoma,All,1997,3,Orkney
S08000025,Non-Hodgkin lymphoma,All,1998,4,Orkney
S08000025,Non-Hodgkin lymphoma,All,1999,4,Orkney
S08000025,Non-Hodgkin lymphoma,All,2000,0,Orkney
S08000025,Non-Hodgkin lymphoma,All,2001,2,Orkney
S08000025,Non-Hodgkin lymphoma,All,2002,0,Orkney
S08000025,Non-Hodgkin lymphoma,All,2003,4,Orkney
S08000025,Non-Hodgkin lymphoma,All,2004,2,Orkney
S08000025,Non-Hodgkin lymphoma,All,2005,4,Orkney
S08000025,Non-Hodgkin lymphoma,All,2006,4,Orkney
S08000025,Non-Hodgkin lymphoma,All,2007,3,Orkney
S08000025,Non-Hodgkin lymphoma,All,2008,4,Orkney
S08000025,Non-Hodgkin lymphoma,All,2009,6,Orkney
S08000025,Non-Hodgkin lymphoma,All,2010,4,Orkney
S08000025,Non-Hodgkin lymphoma,All,2011,6,Orkney
S08000025,Non-Hodgkin lymphoma,All,2012,9,Orkney
S08000025,Non-Hodgkin lymphoma,All,2013,7,Orkney
S08000025,Non-Hodgkin lymphoma,All,2014,1,Orkney
S08000025,Non-Hodgkin lymphoma,All,2015,4,Orkney
S08000025,Non-Hodgkin lymphoma,All,2016,4,Orkney
S08000025,Non-Hodgkin lymphoma,All,2017,7,Orkney
S08000025,Non-Hodgkin lymphoma,All,2018,6,Orkney
S08000025,Non-Hodgkin lymphoma,All,2019,4,Orkney
S08000025,Non-Hodgkin lymphoma,All,2020,7,Orkney
S08000025,Non-Hodgkin lymphoma,All,2021,7,Orkney
S08000025,Non-Hodgkin lymphoma,Male,1997,1,Orkney
S08000025,Non-Hodgkin lymphoma,Male,1998,2,Orkney
S08000025,Non-Hodgkin lymphoma,Male,1999,2,Orkney
S08000025,Non-Hodgkin lymphoma,Male,2000,0,Orkney
S08000025,Non-Hodgkin lymphoma,Male,2001,2,Orkney
S08000025,Non-Hodgkin lymphoma,Male,2002,0,Orkney
S08000025,Non-Hodgkin lymphoma,Male,2003,2,Orkney
S08000025,Non-Hodgkin lymphoma,Male,2004,1,Orkney
S08000025,Non-Hodgkin lymphoma,Male,2005,1,Orkney
S08000025,Non-Hodgkin lymphoma,Male,2006,3,Orkney
S08000025,Non-Hodgkin lymphoma,Male,2007,0,Orkney
S08000025,Non-Hodgkin lymphoma,Male,2008,2,Orkney
S08000025,Non-Hodgkin lymphoma,Male,2009,4,Orkney
S08000025,Non-Hodgkin lymphoma,Male,2010,2,Orkney
S08000025,Non-Hodgkin lymphoma,Male,2011,5,Orkney
S08000025,Non-Hodgkin lymphoma,Male,2012,5,Orkney
S08000025,Non-Hodgkin lymphoma,Male,2013,4,Orkney
S08000025,Non-Hodgkin lymphoma,Male,2014,1,Orkney
S08000025,Non-Hodgkin lymphoma,Male,2015,3,Orkney
S08000025,Non-Hodgkin lymphoma,Male,2016,3,Orkney
S08000025,Non-Hodgkin lymphoma,Male,2017,4,Orkney
S08000025,Non-Hodgkin lymphoma,Male,2018,4,Orkney
S08000025,Non-Hodgkin lymphoma,Male,2019,4,Orkney
S08000025,Non-Hodgkin lymphoma,Male,2020,6,Orkney
S08000025,Non-Hodgkin lymphoma,Male,2021,4,Orkney
S08000025,Non-Hodgkin lymphoma,Females,1997,2,Orkney
S08000025,Non-Hodgkin lymphoma,Females,1998,2,Orkney
S08000025,Non-Hodgkin lymphoma,Females,1999,2,Orkney
S08000025,Non-Hodgkin lymphoma,Females,2000,0,Orkney
S08000025,Non-Hodgkin lymphoma,Females,2001,0,Orkney
S08000025,Non-Hodgkin lymphoma,Females,2002,0,Orkney
S08000025,Non-Hodgkin lymphoma,Females,2003,2,Orkney
S08000025,Non-Hodgkin lymphoma,Females,2004,1,Orkney
S08000025,Non-Hodgkin lymphoma,Females,2005,3,Orkney
S08000025,Non-Hodgkin lymphoma,Females,2006,1,Orkney
S08000025,Non-Hodgkin lymphoma,Females,2007,3,Orkney
S08000025,Non-Hodgkin lymphoma,Females,2008,2,Orkney
S08000025,Non-Hodgkin lymphoma,Females,2009,2,Orkney
S08000025,Non-Hodgkin lymphoma,Females,2010,2,Orkney
S08000025,Non-Hodgkin lymphoma,Females,2011,1,Orkney
S08000025,Non-Hodgkin lymphoma,Females,2012,4,Orkney
S08000025,Non-Hodgkin lymphoma,Females,2013,3,Orkney
S08000025,Non-Hodgkin lymphoma,Females,2014,0,Orkney
S08000025,Non-Hodgkin lymphoma,Females,2015,1,Orkney
S08000025,Non-Hodgkin lymphoma,Females,2016,1,Orkney
S08000025,Non-Hodgkin lymphoma,Females,2017,3,Orkney
S08000025,Non-Hodgkin lymphoma,Females,2018,2,Orkney
S08000025,Non-Hodgkin lymphoma,Females,2019,0,Orkney
S08000025,Non-Hodgkin lymphoma,Females,2020,1,Orkney
S08000025,Non-Hodgkin lymphoma,Females,2021,3,Orkney
S08000025,Oesophagus,All,1997,4,Orkney
S08000025,Oesophagus,All,1998,3,Orkney
S08000025,Oesophagus,All,1999,3,Orkney
S08000025,Oesophagus,All,2000,3,Orkney
S08000025,Oesophagus,All,2001,3,Orkney
S08000025,Oesophagus,All,2002,6,Orkney
S08000025,Oesophagus,All,2003,3,Orkney
S08000025,Oesophagus,All,2004,2,Orkney
S08000025,Oesophagus,All,2005,2,Orkney
S08000025,Oesophagus,All,2006,6,Orkney
S08000025,Oesophagus,All,2007,7,Orkney
S08000025,Oesophagus,All,2008,6,Orkney
S08000025,Oesophagus,All,2009,4,Orkney
S08000025,Oesophagus,All,2010,2,Orkney
S08000025,Oesophagus,All,2011,4,Orkney
S08000025,Oesophagus,All,2012,5,Orkney
S08000025,Oesophagus,All,2013,4,Orkney
S08000025,Oesophagus,All,2014,4,Orkney
S08000025,Oesophagus,All,2015,4,Orkney
S08000025,Oesophagus,All,2016,0,Orkney
S08000025,Oesophagus,All,2017,6,Orkney
S08000025,Oesophagus,All,2018,3,Orkney
S08000025,Oesophagus,All,2019,3,Orkney
S08000025,Oesophagus,All,2020,5,Orkney
S08000025,Oesophagus,All,2021,2,Orkney
S08000025,Oesophagus,Male,1997,4,Orkney
S08000025,Oesophagus,Male,1998,3,Orkney
S08000025,Oesophagus,Male,1999,2,Orkney
S08000025,Oesophagus,Male,2000,3,Orkney
S08000025,Oesophagus,Male,2001,0,Orkney
S08000025,Oesophagus,Male,2002,5,Orkney
S08000025,Oesophagus,Male,2003,0,Orkney
S08000025,Oesophagus,Male,2004,1,Orkney
S08000025,Oesophagus,Male,2005,1,Orkney
S08000025,Oesophagus,Male,2006,5,Orkney
S08000025,Oesophagus,Male,2007,6,Orkney
S08000025,Oesophagus,Male,2008,5,Orkney
S08000025,Oesophagus,Male,2009,2,Orkney
S08000025,Oesophagus,Male,2010,1,Orkney
S08000025,Oesophagus,Male,2011,3,Orkney
S08000025,Oesophagus,Male,2012,3,Orkney
S08000025,Oesophagus,Male,2013,1,Orkney
S08000025,Oesophagus,Male,2014,4,Orkney
S08000025,Oesophagus,Male,2015,3,Orkney
S08000025,Oesophagus,Male,2016,0,Orkney
S08000025,Oesophagus,Male,2017,5,Orkney
S08000025,Oesophagus,Male,2018,2,Orkney
S08000025,Oesophagus,Male,2019,3,Orkney
S08000025,Oesophagus,Male,2020,4,Orkney
S08000025,Oesophagus,Male,2021,1,Orkney
S08000025,Oesophagus,Females,1997,0,Orkney
S08000025,Oesophagus,Females,1998,0,Orkney
S08000025,Oesophagus,Females,1999,1,Orkney
S08000025,Oesophagus,Females,2000,0,Orkney
S08000025,Oesophagus,Females,2001,3,Orkney
S08000025,Oesophagus,Females,2002,1,Orkney
S08000025,Oesophagus,Females,2003,3,Orkney
S08000025,Oesophagus,Females,2004,1,Orkney
S08000025,Oesophagus,Females,2005,1,Orkney
S08000025,Oesophagus,Females,2006,1,Orkney
S08000025,Oesophagus,Females,2007,1,Orkney
S08000025,Oesophagus,Females,2008,1,Orkney
S08000025,Oesophagus,Females,2009,2,Orkney
S08000025,Oesophagus,Females,2010,1,Orkney
S08000025,Oesophagus,Females,2011,1,Orkney
S08000025,Oesophagus,Females,2012,2,Orkney
S08000025,Oesophagus,Females,2013,3,Orkney
S08000025,Oesophagus,Females,2014,0,Orkney
S08000025,Oesophagus,Females,2015,1,Orkney
S08000025,Oesophagus,Females,2016,0,Orkney
S08000025,Oesophagus,Females,2017,1,Orkney
S08000025,Oesophagus,Females,2018,1,Orkney
S08000025,Oesophagus,Females,2019,0,Orkney
S08000025,Oesophagus,Females,2020,1,Orkney
S08000025,Oesophagus,Females,2021,1,Orkney
S08000025,Pancreas,All,1997,6,Orkney
S08000025,Pancreas,All,1998,3,Orkney
S08000025,Pancreas,All,1999,1,Orkney
S08000025,Pancreas,All,2000,2,Orkney
S08000025,Pancreas,All,2001,4,Orkney
S08000025,Pancreas,All,2002,3,Orkney
S08000025,Pancreas,All,2003,3,Orkney
S08000025,Pancreas,All,2004,2,Orkney
S08000025,Pancreas,All,2005,2,Orkney
S08000025,Pancreas,All,2006,4,Orkney
S08000025,Pancreas,All,2007,2,Orkney
S08000025,Pancreas,All,2008,2,Orkney
S08000025,Pancreas,All,2009,3,Orkney
S08000025,Pancreas,All,2010,4,Orkney
S08000025,Pancreas,All,2011,4,Orkney
S08000025,Pancreas,All,2012,1,Orkney
S08000025,Pancreas,All,2013,6,Orkney
S08000025,Pancreas,All,2014,3,Orkney
S08000025,Pancreas,All,2015,3,Orkney
S08000025,Pancreas,All,2016,4,Orkney
S08000025,Pancreas,All,2017,4,Orkney
S08000025,Pancreas,All,2018,4,Orkney
S08000025,Pancreas,All,2019,1,Orkney
S08000025,Pancreas,All,2020,2,Orkney
S08000025,Pancreas,All,2021,7,Orkney
S08000025,Pancreas,Male,1997,3,Orkney
S08000025,Pancreas,Male,1998,3,Orkney
S08000025,Pancreas,Male,1999,0,Orkney
S08000025,Pancreas,Male,2000,2,Orkney
S08000025,Pancreas,Male,2001,1,Orkney
S08000025,Pancreas,Male,2002,2,Orkney
S08000025,Pancreas,Male,2003,2,Orkney
S08000025,Pancreas,Male,2004,1,Orkney
S08000025,Pancreas,Male,2005,1,Orkney
S08000025,Pancreas,Male,2006,3,Orkney
S08000025,Pancreas,Male,2007,1,Orkney
S08000025,Pancreas,Male,2008,1,Orkney
S08000025,Pancreas,Male,2009,3,Orkney
S08000025,Pancreas,Male,2010,2,Orkney
S08000025,Pancreas,Male,2011,1,Orkney
S08000025,Pancreas,Male,2012,1,Orkney
S08000025,Pancreas,Male,2013,3,Orkney
S08000025,Pancreas,Male,2014,1,Orkney
S08000025,Pancreas,Male,2015,1,Orkney
S08000025,Pancreas,Male,2016,2,Orkney
S08000025,Pancreas,Male,2017,1,Orkney
S08000025,Pancreas,Male,2018,2,Orkney
S08000025,Pancreas,Male,2019,0,Orkney
S08000025,Pancreas,Male,2020,1,Orkney
S08000025,Pancreas,Male,2021,5,Orkney
S08000025,Pancreas,Females,1997,3,Orkney
S08000025,Pancreas,Females,1998,0,Orkney
S08000025,Pancreas,Females,1999,1,Orkney
S08000025,Pancreas,Females,2000,0,Orkney
S08000025,Pancreas,Females,2001,3,Orkney
S08000025,Pancreas,Females,2002,1,Orkney
S08000025,Pancreas,Females,2003,1,Orkney
S08000025,Pancreas,Females,2004,1,Orkney
S08000025,Pancreas,Females,2005,1,Orkney
S08000025,Pancreas,Females,2006,1,Orkney
S08000025,Pancreas,Females,2007,1,Orkney
S08000025,Pancreas,Females,2008,1,Orkney
S08000025,Pancreas,Females,2009,0,Orkney
S08000025,Pancreas,Females,2010,2,Orkney
S08000025,Pancreas,Females,2011,3,Orkney
S08000025,Pancreas,Females,2012,0,Orkney
S08000025,Pancreas,Females,2013,3,Orkney
S08000025,Pancreas,Females,2014,2,Orkney
S08000025,Pancreas,Females,2015,2,Orkney
S08000025,Pancreas,Females,2016,2,Orkney
S08000025,Pancreas,Females,2017,3,Orkney
S08000025,Pancreas,Females,2018,2,Orkney
S08000025,Pancreas,Females,2019,1,Orkney
S08000025,Pancreas,Females,2020,1,Orkney
S08000025,Pancreas,Females,2021,2,Orkney
S08000025,Malignant melanoma of the skin,All,1997,2,Orkney
S08000025,Malignant melanoma of the skin,All,1998,1,Orkney
S08000025,Malignant melanoma of the skin,All,1999,0,Orkney
S08000025,Malignant melanoma of the skin,All,2000,2,Orkney
S08000025,Malignant melanoma of the skin,All,2001,4,Orkney
S08000025,Malignant melanoma of the skin,All,2002,0,Orkney
S08000025,Malignant melanoma of the skin,All,2003,1,Orkney
S08000025,Malignant melanoma of the skin,All,2004,4,Orkney
S08000025,Malignant melanoma of the skin,All,2005,3,Orkney
S08000025,Malignant melanoma of the skin,All,2006,3,Orkney
S08000025,Malignant melanoma of the skin,All,2007,5,Orkney
S08000025,Malignant melanoma of the skin,All,2008,1,Orkney
S08000025,Malignant melanoma of the skin,All,2009,4,Orkney
